emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,risk_category
software engineer ,6.0,MO,OWN,82000.0,Not Verified,4.83,,,,0.0,,2012.0,0.0,8.0,7.0,176418.0,12144.0,0.0,0.0,,0.0,0.0,1.0,3.0,,7.0,0.0,0.0,2.0,26500.0,5.0,5.0,2.0,1.0,100.0,0.0,0.0,debt_consolidation,individual,9000.0,36.0,6.08,274.13,A,A2,Jan-2018,Current,whole,DirectPay,7845.71,1370.65,1154.29,216.36,0.0,Low
administrative assistant ,4.0,CO,RENT,60000.0,Not Verified,25.9,,,,0.0,,2011.0,1.0,11.0,8.0,69456.0,33777.0,0.0,0.0,,0.0,0.0,3.0,6.0,1.0,8.0,0.0,0.0,2.0,25700.0,6.0,5.0,3.0,0.0,100.0,0.0,0.0,credit_card,individual,12500.0,36.0,5.32,376.44,A,A1,Jan-2018,Current,whole,DirectPay,10236.6,2496.31,2263.4,232.91,0.0,Low
owner,10.0,MI,MORTGAGE,60000.0,Source Verified,11.66,,,,0.0,,2004.0,1.0,6.0,4.0,34279.0,19326.0,0.0,1.0,,0.0,0.0,1.0,2.0,6.0,4.0,0.0,0.0,1.0,5300.0,3.0,3.0,3.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,20000.0,60.0,18.06,508.53,D,D2,Feb-2018,Current,whole,Cash,18930.64,2403.23,1069.36,1333.87,0.0,Low
mailhandler ,2.0,DC,RENT,79000.0,Not Verified,4.95,,,,1.0,18.0,2014.0,5.0,15.0,12.0,27200.0,6086.0,0.0,0.0,18.0,0.0,0.0,0.0,5.0,1.0,12.0,0.0,0.0,5.0,11600.0,14.0,12.0,9.0,0.0,93.3,0.0,0.0,debt_consolidation,individual,10000.0,36.0,9.93,322.35,B,B2,Jan-2018,Current,whole,Cash,8782.01,1597.96,1217.99,379.97,0.0,Low
graduate researcher,5.0,CA,RENT,41000.0,Not Verified,19.27,,,,0.0,78.0,2002.0,0.0,28.0,10.0,65689.0,53848.0,0.0,0.0,,0.0,0.0,2.0,4.0,23.0,10.0,0.0,0.0,5.0,15400.0,13.0,8.0,7.0,0.0,92.6,0.0,0.0,credit_card,individual,11000.0,36.0,20.39,410.99,D,D4,Mar-2018,Current,whole,Cash,10316.27,1220.51,683.73,536.78,0.0,Low
certified recovery specialist,4.0,TX,RENT,32000.0,Verified,12.72,,,,0.0,,2001.0,2.0,9.0,7.0,50800.0,13367.0,0.0,0.0,,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,4.0,47000.0,9.0,7.0,6.0,0.0,100.0,0.0,0.0,other,individual,13000.0,36.0,17.47,466.54,D,D1,Mar-2018,Current,whole,Cash,12155.98,1450.09,844.02,606.07,0.0,Low
,,AL,MORTGAGE,80000.0,Not Verified,12.77,,,,0.0,,1981.0,1.0,23.0,9.0,299948.0,33374.0,0.0,1.0,,0.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,2.0,16300.0,14.0,6.0,4.0,3.0,100.0,0.0,1.0,home_improvement,individual,17500.0,60.0,9.44,367.02,B,B1,Jan-2018,Current,whole,Cash,16335.04,1830.52,1164.96,665.56,0.0,Low
special education teacher ,3.0,NY,OWN,41000.0,Source Verified,21.05,,,,0.0,,2002.0,1.0,50.0,23.0,66233.0,47522.0,0.0,0.0,,0.0,0.0,12.0,2.0,8.0,23.0,0.0,0.0,4.0,29000.0,23.0,11.0,6.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,21650.0,36.0,11.98,718.89,B,B5,Mar-2018,Current,whole,DirectPay,20126.64,2127.85,1523.36,604.49,0.0,Low
salesfloor,10.0,MO,OWN,24000.0,Source Verified,21.7,,,,0.0,,2004.0,1.0,12.0,8.0,28200.0,12004.0,0.0,0.0,,0.0,0.0,1.0,3.0,2.0,8.0,0.0,0.0,6.0,19700.0,7.0,7.0,7.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,12000.0,36.0,12.62,402.14,C,C1,Jan-2018,Current,fractional,Cash,10590.97,2002.29,1409.03,593.26,0.0,Low
registered nurse ,3.0,MD,MORTGAGE,62000.0,Not Verified,16.92,,,,0.0,,1986.0,1.0,25.0,16.0,103237.0,52377.0,0.0,0.0,,0.0,0.0,1.0,8.0,7.0,16.0,0.0,0.0,4.0,48700.0,19.0,15.0,8.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,22000.0,60.0,9.92,466.57,B,B2,Mar-2018,Current,whole,Cash,21088.81,1437.59,911.19,526.4,0.0,Low
vice president of marketing / co founder,2.0,OK,MORTGAGE,132000.0,Not Verified,19.1,207000.0,Not Verified,23.86,0.0,28.0,1997.0,2.0,36.0,25.0,445631.0,101363.0,0.0,0.0,,0.0,0.0,5.0,8.0,3.0,25.0,0.0,0.0,6.0,80200.0,20.0,15.0,9.0,5.0,91.7,0.0,0.0,debt_consolidation,joint,26000.0,60.0,10.42,557.82,B,B3,Feb-2018,Current,whole,Cash,24654.39,2216.23,1345.61,870.62,0.0,Low
sewer worker,6.0,WA,MORTGAGE,62000.0,Verified,5.57,,,,0.0,,2013.0,2.0,8.0,4.0,201648.0,10242.0,0.0,0.0,,0.0,0.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,500.0,4.0,2.0,1.0,2.0,100.0,0.0,0.0,major_purchase,individual,14000.0,60.0,11.99,311.36,B,B5,Jan-2018,Current,whole,Cash,13072.8,1597.47,927.2,670.27,0.0,Low
nurse,10.0,MO,MORTGAGE,40000.0,Not Verified,5.76,,,,0.0,46.0,1990.0,0.0,14.0,8.0,13700.0,4609.0,0.0,1.0,,0.0,0.0,0.0,3.0,23.0,8.0,0.0,0.0,1.0,3000.0,12.0,8.0,5.0,0.0,92.9,0.0,1.0,credit_card,individual,5000.0,36.0,10.42,162.33,B,B3,Jan-2018,Current,whole,Cash,4395.02,788.5,604.98,183.52,0.0,Low
,,GA,RENT,23000.0,Not Verified,27.3,,,,0.0,36.0,2005.0,1.0,26.0,8.0,24850.0,13176.0,0.0,0.0,,0.0,11555.0,1.0,3.0,10.0,8.0,0.0,0.0,4.0,13100.0,20.0,7.0,6.0,0.0,92.3,0.0,0.0,debt_consolidation,individual,7000.0,36.0,14.08,239.52,C,C3,Jan-2018,Current,whole,Cash,6359.29,952.6,640.71,311.89,0.0,Low
sales assistant,3.0,CA,MORTGAGE,38000.0,Not Verified,3.02,,,,0.0,,2013.0,4.0,8.0,5.0,145898.0,2146.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,3.0,5000.0,4.0,4.0,4.0,3.0,100.0,0.0,0.0,credit_card,individual,3500.0,36.0,10.41,113.62,B,B3,Mar-2018,Current,fractional,Cash,3248.05,336.81,251.95,84.86,0.0,Low
team leader,10.0,CO,RENT,42000.0,Not Verified,17.37,,,,0.0,34.0,1998.0,1.0,16.0,6.0,25092.0,13643.0,0.0,0.0,34.0,0.0,0.0,1.0,4.0,12.0,6.0,0.0,0.0,2.0,4200.0,8.0,5.0,5.0,0.0,60.0,0.0,0.0,other,individual,4800.0,36.0,12.61,160.84,C,C1,Mar-2018,Current,fractional,Cash,4465.31,479.16,334.69,144.47,0.0,Low
inspector,10.0,AZ,MORTGAGE,105000.0,Source Verified,19.65,,,,0.0,,2013.0,0.0,22.0,10.0,369535.0,86485.0,0.0,0.0,,0.0,0.0,3.0,10.0,22.0,10.0,0.0,0.0,3.0,15600.0,9.0,6.0,5.0,3.0,100.0,0.0,0.0,debt_consolidation,individual,36000.0,60.0,12.61,811.95,C,C1,Mar-2018,Current,whole,Cash,35128.14,1598.68,871.86,726.82,0.0,Low
unit operator,0.0,OH,MORTGAGE,83000.0,Verified,25.22,,,,0.0,52.0,2004.0,1.0,24.0,8.0,155190.0,54048.0,0.0,1.0,,0.0,857.0,3.0,5.0,10.0,8.0,0.0,0.0,2.0,8700.0,9.0,4.0,2.0,2.0,91.7,0.0,1.0,debt_consolidation,individual,14000.0,60.0,21.45,382.3,D,D5,Feb-2018,Current,whole,Cash,13457.47,1512.52,542.53,969.99,0.0,Low
truck driver,3.0,TX,RENT,100000.0,Not Verified,29.94,,,,0.0,46.0,1999.0,0.0,43.0,26.0,182215.0,146738.0,0.0,0.0,53.0,0.0,0.0,11.0,8.0,19.0,26.0,0.0,0.0,12.0,46300.0,21.0,15.0,13.0,0.0,92.7,0.0,0.0,credit_card,individual,10000.0,36.0,13.58,339.74,C,C2,Feb-2018,Current,fractional,Cash,9078.2,1304.62,921.8,382.82,0.0,Low
resp therapist,10.0,CA,MORTGAGE,110000.0,Verified,17.65,,,,0.0,,2003.0,10.0,26.0,23.0,623204.0,58143.0,0.0,1.0,,0.0,0.0,4.0,15.0,2.0,23.0,0.0,0.0,7.0,30000.0,19.0,18.0,14.0,2.0,100.0,0.0,1.0,debt_consolidation,individual,18000.0,36.0,12.61,603.12,C,C1,Mar-2018,Current,whole,Cash,17167.71,1193.63,832.29,361.34,0.0,Low
manager,10.0,NY,MORTGAGE,125000.0,Not Verified,34.89,,,,0.0,,1988.0,1.0,54.0,33.0,476217.0,133140.0,0.0,0.0,,0.0,0.0,8.0,11.0,4.0,33.0,0.0,0.0,13.0,154000.0,30.0,23.0,17.0,3.0,100.0,0.0,0.0,debt_consolidation,individual,27250.0,60.0,19.42,713.2,D,D3,Mar-2018,Current,whole,Cash,26701.19,1397.0,548.81,848.19,0.0,Low
accounts payable,0.0,CA,RENT,38464.0,Not Verified,23.68,,,,0.0,,2014.0,7.0,12.0,10.0,51541.0,37711.0,0.0,0.0,,0.0,423.0,1.0,6.0,10.0,10.0,0.0,0.0,3.0,8100.0,9.0,9.0,5.0,0.0,100.0,0.0,0.0,credit_card,individual,4700.0,36.0,14.08,160.82,C,C3,Feb-2018,Current,whole,Cash,4269.81,635.93,430.19,205.74,0.0,Low
senior associate,5.0,GA,RENT,101000.0,Source Verified,21.52,,,,0.0,,1994.0,3.0,42.0,24.0,209626.0,70895.0,0.0,0.0,,0.0,0.0,3.0,9.0,9.0,24.0,0.0,0.0,8.0,106700.0,28.0,21.0,11.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,40000.0,60.0,10.42,858.18,B,B3,Jan-2018,Current,whole,Cash,37401.02,4267.74,2598.98,1668.76,0.0,Low
respiratory therapist,10.0,DE,MORTGAGE,89000.0,Not Verified,8.87,,,,1.0,20.0,2001.0,5.0,28.0,11.0,222620.0,19584.0,0.0,0.0,65.0,0.0,0.0,1.0,5.0,2.0,11.0,0.0,0.0,3.0,28400.0,22.0,9.0,6.0,2.0,78.6,0.0,0.0,credit_card,individual,7500.0,36.0,16.01,263.72,C,C5,Mar-2018,Late (31-120 days),whole,Cash,7336.34,250.38,163.66,86.72,0.0,High
rn,3.0,FL,RENT,69000.0,Source Verified,19.65,,,,0.0,41.0,2002.0,2.0,27.0,14.0,70310.0,43197.0,1.0,0.0,46.0,0.0,649.0,2.0,6.0,0.0,14.0,0.0,0.0,6.0,18600.0,19.0,12.0,8.0,4.0,84.6,0.0,0.0,debt_consolidation,individual,16000.0,60.0,18.06,406.82,D,D2,Jan-2018,Current,whole,Cash,15144.53,1930.68,855.47,1075.21,0.0,Low
attorney/member,2.0,PA,OWN,90000.0,Source Verified,23.29,175000.0,Source Verified,25.46,1.0,8.0,2003.0,0.0,52.0,24.0,415082.0,177084.0,0.0,0.0,65.0,0.0,0.0,18.0,1.0,21.0,24.0,0.0,0.0,2.0,8300.0,11.0,5.0,2.0,1.0,89.8,0.0,0.0,debt_consolidation,joint,30000.0,60.0,15.05,714.49,C,C4,Jan-2018,Current,whole,Cash,28621.37,2832.88,1378.63,1454.25,0.0,Low
office assistant iii,10.0,WV,MORTGAGE,300000.0,Not Verified,3.33,,,,0.0,79.0,1999.0,1.0,19.0,5.0,55257.0,43981.0,0.0,0.0,,0.0,0.0,1.0,5.0,9.0,5.0,0.0,0.0,3.0,10400.0,16.0,4.0,4.0,1.0,94.7,0.0,0.0,debt_consolidation,individual,8000.0,36.0,9.43,256.01,B,B1,Mar-2018,Current,fractional,DirectPay,7365.87,813.84,634.13,179.71,0.0,Low
director of building services,10.0,WI,MORTGAGE,69900.0,Source Verified,23.43,,,,0.0,,1999.0,4.0,18.0,9.0,365057.0,88001.0,0.0,0.0,,0.0,138.0,3.0,5.0,6.0,9.0,0.0,0.0,2.0,38400.0,5.0,4.0,3.0,4.0,100.0,0.0,0.0,credit_card,individual,21000.0,60.0,10.42,450.55,B,B3,Feb-2018,Current,whole,DirectPay,19913.15,1790.04,1086.85,703.19,0.0,Low
clinical manager,6.0,IL,MORTGAGE,91000.0,Source Verified,15.88,,,,2.0,20.0,2011.0,0.0,19.0,12.0,300957.0,43540.0,0.0,0.0,,0.0,0.0,1.0,0.0,14.0,12.0,0.0,0.0,5.0,10300.0,15.0,10.0,8.0,1.0,73.7,0.0,0.0,other,individual,10000.0,36.0,14.08,342.17,C,C3,Jan-2018,Current,whole,Cash,8849.12,1703.03,1150.88,552.15,0.0,Low
administrative specialist ii,10.0,DE,MORTGAGE,34000.0,Source Verified,22.1,,,,0.0,,2002.0,1.0,21.0,9.0,32600.0,18959.0,0.0,0.0,,0.0,53.0,1.0,4.0,8.0,9.0,0.0,0.0,3.0,7700.0,17.0,8.0,6.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,10000.0,36.0,10.91,326.97,B,B4,Feb-2018,Current,whole,DirectPay,9042.83,1268.49,957.17,311.32,0.0,Low
sales,2.0,CA,RENT,50000.0,Source Verified,13.32,,,,0.0,,1998.0,3.0,27.0,10.0,61720.0,52040.0,0.0,0.0,,0.0,0.0,1.0,2.0,3.0,10.0,0.0,0.0,3.0,18400.0,21.0,9.0,6.0,5.0,100.0,0.0,0.0,debt_consolidation,individual,12000.0,60.0,18.45,307.67,D,D2,Mar-2018,Current,whole,Cash,11625.23,910.71,374.77,535.94,0.0,Low
lead warehouse,10.0,CA,RENT,58559.0,Source Verified,20.35,,,,1.0,22.0,2005.0,0.0,13.0,5.0,52283.0,26125.0,0.0,0.0,,0.0,0.0,2.0,1.0,13.0,5.0,,0.0,1.0,17900.0,9.0,3.0,2.0,1.0,92.0,0.0,0.0,vacation,individual,20000.0,60.0,10.41,428.99,B,B3,Mar-2018,Current,whole,Cash,19226.86,1275.4,773.14,502.26,0.0,Low
sr sap software engineer,10.0,IL,RENT,100000.0,Verified,31.29,,,,0.0,,2006.0,1.0,22.0,17.0,90810.0,72982.0,0.0,0.0,,0.0,0.0,3.0,3.0,3.0,17.0,,0.0,12.0,46700.0,15.0,14.0,14.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,25200.0,36.0,10.91,823.95,B,B4,Feb-2018,Current,whole,Cash,22787.99,3280.53,2412.01,868.52,0.0,Low
machine operator,10.0,GA,OWN,40000.0,Not Verified,25.77,,,,0.0,42.0,2008.0,3.0,23.0,11.0,74395.0,40871.0,0.0,0.0,,0.0,0.0,2.0,5.0,1.0,11.0,,0.0,3.0,24501.0,17.0,9.0,3.0,0.0,96.0,0.0,0.0,debt_consolidation,individual,10000.0,36.0,9.92,322.3,B,B2,Feb-2018,Current,whole,Cash,9029.52,1283.69,970.48,313.21,0.0,Low
waiter,10.0,IL,RENT,25000.0,Not Verified,33.85,,,,0.0,,2001.0,1.0,17.0,10.0,49500.0,17641.0,0.0,0.0,,0.0,0.0,1.0,3.0,8.0,10.0,0.0,0.0,5.0,33400.0,16.0,9.0,5.0,0.0,100.0,0.0,0.0,home_improvement,individual,5000.0,36.0,7.34,155.17,A,A4,Feb-2018,Current,whole,Cash,4497.06,618.64,502.94,115.7,0.0,Low
client support services,7.0,NC,MORTGAGE,50000.0,Verified,11.93,,,,4.0,12.0,1999.0,4.0,32.0,18.0,163738.0,65927.0,0.0,0.0,12.0,0.0,0.0,3.0,16.0,4.0,18.0,0.0,0.0,1.0,4800.0,23.0,14.0,3.0,2.0,96.2,0.0,0.0,debt_consolidation,individual,11400.0,60.0,30.17,370.02,F,F3,Mar-2018,Current,whole,Cash,11231.09,759.15,168.91,590.24,0.0,Low
supervising officer 1,10.0,WI,MORTGAGE,60000.0,Source Verified,35.74,,,,0.0,,1999.0,11.0,27.0,14.0,197387.0,77670.0,0.0,1.0,,0.0,0.0,8.0,8.0,6.0,14.0,0.0,0.0,2.0,7300.0,5.0,5.0,4.0,2.0,100.0,0.0,1.0,debt_consolidation,individual,25000.0,60.0,19.03,648.93,D,D3,Feb-2018,Current,whole,Cash,23965.84,2569.29,1034.16,1535.13,0.0,Low
optician,1.0,FL,RENT,48000.0,Source Verified,19.07,,,,0.0,,2013.0,4.0,10.0,8.0,54143.0,40513.0,0.0,0.0,,0.0,0.0,2.0,8.0,0.0,8.0,0.0,0.0,2.0,8100.0,7.0,5.0,4.0,0.0,100.0,0.0,0.0,credit_card,individual,12000.0,36.0,7.97,375.88,A,A5,Jan-2018,Current,whole,Cash,10499.3,1874.09,1500.7,373.39,0.0,Low
driver,2.0,FL,RENT,56000.0,Source Verified,14.53,,,,0.0,,2011.0,0.0,17.0,10.0,45079.0,29521.0,0.0,0.0,,0.0,0.0,1.0,2.0,15.0,10.0,0.0,0.0,4.0,19000.0,14.0,9.0,6.0,0.0,100.0,0.0,0.0,debt_consolidation,individual,18000.0,36.0,12.62,603.21,C,C1,Feb-2018,Current,whole,Cash,16318.06,2400.22,1681.94,718.28,0.0,Low
teacher,10.0,KS,RENT,35000.0,Not Verified,27.37,,,,0.0,,1996.0,2.0,17.0,6.0,34538.0,26454.0,0.0,1.0,,0.0,0.0,2.0,5.0,12.0,6.0,0.0,0.0,3.0,6900.0,10.0,4.0,4.0,0.0,100.0,0.0,1.0,credit_card,individual,6000.0,36.0,9.93,193.41,B,B2,Jan-2018,Current,whole,Cash,5269.21,963.74,730.79,232.95,0.0,Low
electrical maintenance,0.0,AL,MORTGAGE,80000.0,Not Verified,15.99,,,,0.0,,1992.0,0.0,24.0,5.0,189340.0,41246.0,0.0,0.0,,0.0,0.0,2.0,4.0,,5.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,6.0,100.0,0.0,0.0,credit_card,individual,20000.0,36.0,5.31,602.21,A,A1,Mar-2018,Current,whole,Cash,18452.04,1800.73,1547.96,252.77,0.0,Low
line lead,8.0,TX,OWN,50000.0,Source Verified,24.2,,,,0.0,,2005.0,1.0,28.0,16.0,71412.0,36999.0,0.0,0.0,,0.0,0.0,1.0,7.0,3.0,16.0,0.0,0.0,10.0,28600.0,18.0,15.0,13.0,0.0,100.0,0.0,0.0,other,individual,12000.0,36.0,10.42,389.58,B,B3,Jan-2018,Current,fractional,Cash,10548.1,1940.95,1451.9,489.05,0.0,Low
registered nurse,4.0,NY,RENT,90000.0,Not Verified,3.68,,,,0.0,37.0,2006.0,3.0,49.0,26.0,83456.0,83585.0,0.0,0.0,,0.0,0.0,18.0,8.0,1.0,26.0,0.0,0.0,4.0,11300.0,18.0,8.0,5.0,0.0,100.0,0.0,0.0,credit_card,individual,8500.0,36.0,10.91,277.92,B,B4,Feb-2018,Current,whole,Cash,7686.43,1101.38,813.57,287.81,0.0,Low
,,MD,OWN,40000.0,Source Verified,16.68,,,,0.0,,1998.0,4.0,13.0,9.0,19168.0,11960.0,0.0,1.0,,0.0,0.0,3.0,9.0,4.0,9.0,0.0,0.0,4.0,6800.0,9.0,6.0,4.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,4500.0,36.0,10.42,146.1,B,B3,Feb-2018,Current,whole,Cash,4066.58,579.19,433.42,145.77,0.0,Low
facilities maintenance mgr,2.0,TN,MORTGAGE,92600.0,Source Verified,18.81,,,,0.0,,2005.0,1.0,27.0,13.0,286929.0,76187.0,0.0,0.0,,0.0,0.0,2.0,4.0,10.0,13.0,0.0,0.0,7.0,38400.0,15.0,10.0,9.0,5.0,100.0,0.0,0.0,debt_consolidation,individual,40000.0,36.0,10.91,1307.85,B,B4,Jan-2018,Current,fractional,Cash,34204.56,7616.78,5795.44,1821.34,0.0,Low
assembler,10.0,TX,MORTGAGE,100000.0,Source Verified,8.15,,,,0.0,,2004.0,0.0,18.0,9.0,317798.0,25765.0,0.0,0.0,,0.0,0.0,0.0,5.0,15.0,9.0,0.0,0.0,4.0,46800.0,10.0,8.0,4.0,4.0,100.0,0.0,0.0,debt_consolidation,individual,40000.0,60.0,12.62,902.37,C,C1,Feb-2018,Current,whole,Cash,38042.58,3581.44,1957.42,1624.02,0.0,Low
service tech,2.0,TN,MORTGAGE,36000.0,Source Verified,30.47,,,,0.0,,2008.0,0.0,12.0,6.0,181431.0,34821.0,0.0,0.0,,0.0,0.0,2.0,2.0,21.0,6.0,0.0,0.0,1.0,7500.0,4.0,3.0,1.0,1.0,100.0,0.0,0.0,car,individual,4200.0,36.0,9.92,135.37,B,B2,Mar-2018,Current,fractional,Cash,3895.55,403.8,304.45,99.35,0.0,Low
practice manager,5.0,IL,MORTGAGE,72000.0,Verified,6.22,,,,0.0,,2013.0,0.0,9.0,7.0,349200.0,7224.0,0.0,0.0,,0.0,0.0,0.0,2.0,,7.0,0.0,0.0,5.0,13500.0,8.0,6.0,5.0,1.0,100.0,0.0,0.0,other,individual,32925.0,36.0,9.92,1061.17,B,B2,Mar-2018,Current,whole,Cash,31340.5,2104.19,1584.5,519.69,0.0,Low
lot operations,10.0,GA,RENT,31536.0,Verified,39.99,,,,0.0,,2008.0,2.0,12.0,6.0,37526.0,27764.0,0.0,1.0,,0.0,0.0,4.0,5.0,9.0,6.0,0.0,0.0,2.0,6800.0,2.0,2.0,2.0,0.0,100.0,0.0,1.0,debt_consolidation,individual,12000.0,36.0,20.0,445.97,D,D4,Feb-2018,Current,whole,Cash,10991.25,1757.21,1008.75,748.46,0.0,Low
production specialist,10.0,AZ,RENT,45000.0,Verified,23.52,,,,0.0,24.0,1992.0,1.0,23.0,9.0,35247.0,17637.0,0.0,0.0,58.0,0.0,0.0,3.0,6.0,9.0,9.0,0.0,0.0,2.0,2800.0,12.0,6.0,4.0,0.0,91.3,0.0,0.0,debt_consolidation,individual,1500.0,36.0,19.42,55.31,D,D3,Mar-2018,Current,whole,Cash,1405.38,162.69,94.62,68.07,0.0,Low
sales manager,1.0,CA,RENT,48000.0,Not Verified,4.58,,,,0.0,,2010.0,0.0,7.0,4.0,21641.0,12248.0,0.0,0.0,,0.0,0.0,1.0,2.0,,4.0,0.0,0.0,3.0,14800.0,4.0,3.0,3.0,0.0,100.0,0.0,0.0,credit_card,individual,6000.0,36.0,6.71,184.47,A,A3,Mar-2018,Current,whole,DirectPay,5697.32,366.7,302.68,64.02,0.0,Low
sourcing manager,0.0,NC,MORTGAGE,60000.0,Source Verified,16.5,,,,0.0,70.0,2003.0,3.0,21.0,8.0,350819.0,52841.0,0.0,1.0,70.0,0.0,0.0,3.0,6.0,7.0,8.0,0.0,0.0,3.0,19300.0,9.0,4.0,4.0,2.0,90.5,0.0,1.0,major_purchase,individual,25000.0,60.0,14.07,582.62,C,C3,Mar-2018,Current,whole,Cash,24121.29,1728.32,878.71,849.61,0.0,Low
correctional officer,10.0,AZ,MORTGAGE,100000.0,Not Verified,15.14,,,,0.0,42.0,2006.0,0.0,18.0,9.0,177936.0,51892.0,0.0,0.0,,0.0,0.0,2.0,7.0,14.0,9.0,0.0,0.0,1.0,8000.0,13.0,6.0,5.0,2.0,88.9,0.0,0.0,debt_consolidation,individual,12500.0,36.0,14.08,427.71,C,C3,Jan-2018,Current,whole,Cash,11061.42,2128.77,1438.58,690.19,0.0,Low
 director of engineering,10.0,CT,MORTGAGE,185000.0,Not Verified,15.47,,,,0.0,33.0,1995.0,4.0,29.0,19.0,521686.0,78843.0,0.0,0.0,33.0,0.0,0.0,6.0,6.0,6.0,19.0,0.0,0.0,7.0,52500.0,19.0,10.0,8.0,1.0,89.7,0.0,0.0,debt_consolidation,individual,23100.0,36.0,6.72,710.31,A,A3,Feb-2018,Current,fractional,Cash,20756.61,2832.62,2343.39,489.23,0.0,Low
"director, it support operations",9.0,OK,OWN,180000.0,Source Verified,5.06,,,,0.0,79.0,2005.0,2.0,19.0,8.0,237912.0,15001.0,0.0,0.0,,0.0,0.0,0.0,7.0,8.0,8.0,0.0,0.0,3.0,35300.0,6.0,5.0,3.0,3.0,94.7,0.0,0.0,debt_consolidation,individual,35000.0,36.0,6.08,1066.04,A,A2,Jan-2018,Current,whole,Cash,30511.21,5318.38,4488.79,829.59,0.0,Low
general amnger,3.0,TX,RENT,65000.0,Verified,13.64,,,,0.0,50.0,2010.0,2.0,16.0,4.0,56924.0,49116.0,0.0,0.0,75.0,0.0,882.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,1000.0,2.0,2.0,0.0,0.0,87.5,0.0,0.0,other,individual,30000.0,36.0,11.98,996.15,B,B5,Mar-2018,Current,whole,Cash,28599.75,1972.33,1400.25,572.08,0.0,Low
network specialist ii,10.0,AK,MORTGAGE,91000.0,Verified,14.27,,,,0.0,48.0,1994.0,5.0,19.0,11.0,573543.0,48247.0,0.0,0.0,48.0,0.0,0.0,2.0,8.0,0.0,11.0,0.0,0.0,5.0,13900.0,12.0,8.0,7.0,1.0,84.2,0.0,0.0,car,individual,18000.0,60.0,25.82,537.02,E,E4,Feb-2018,Current,whole,Cash,17381.51,2122.26,618.49,1503.77,0.0,Low
loan officer,2.0,WA,MORTGAGE,60000.0,Verified,19.01,,,,0.0,77.0,1984.0,1.0,17.0,12.0,228786.0,41657.0,0.0,0.0,77.0,0.0,0.0,1.0,4.0,0.0,12.0,0.0,0.0,6.0,23400.0,12.0,10.0,7.0,3.0,93.8,0.0,0.0,credit_card,individual,11700.0,36.0,19.03,429.06,D,D3,Jan-2018,Current,fractional,Cash,10703.44,1703.87,996.56,707.31,0.0,Low
dental  hygienist,10.0,WV,RENT,27000.0,Not Verified,22.8,,,,0.0,,1998.0,0.0,36.0,10.0,33632.0,13694.0,0.0,1.0,,0.0,0.0,1.0,8.0,13.0,10.0,0.0,0.0,3.0,18000.0,31.0,8.0,6.0,0.0,100.0,0.0,1.0,credit_card,individual,4000.0,36.0,6.71,122.98,A,A3,Mar-2018,Current,fractional,DirectPay,3696.47,367.45,303.53,63.92,0.0,Low
owner,8.0,IL,OWN,75000.0,Not Verified,22.09,90000.0,Not Verified,18.74,1.0,23.0,1996.0,4.0,20.0,13.0,52076.0,31028.0,0.0,0.0,107.0,0.0,95.0,3.0,5.0,6.0,13.0,0.0,0.0,4.0,20200.0,14.0,10.0,5.0,2.0,85.0,0.0,0.0,debt_consolidation,joint,25000.0,60.0,16.02,608.22,C,C5,Feb-2018,Current,whole,Cash,23879.94,2410.63,1120.06,1290.57,0.0,Low
